Gene Symbol	SKOV_KO
LOC101927525	2
LOC107986821	0
COL1A2	0
LOC105375404	1
RNU6-1328P	0
CASD1	62
SGCE	259
PLPPR4	6
PEG10	23
RPS3AP25	1
RNU6-956P	0
ATP5F1P2	0
GRPEL2P3	0
RN7SKP129	0
ARF1P1	0
PPP1R9A	470
HINT1P2	0
LOC105375405	0
LOC107985093	0
RNU4-16P	0
PON1	2
LOC100533722	1
PON3	24
LOC107986822	0
PON2	636
LOC107986823	0
ASB4	3
PDK4	37
LOC107986824	1
LOC107985733	5
LOC107985421	0
LOC107986746	0
LOC105375409	0
LOC105375408	0
DYNC1I1	9
SLC25A13	282
CYCSP18	0
RPL21P74	0
RNU6-532P	0
RNU6-364P	0
LINC01708	0
LOC105375410	0
RNU7-188P	0
LOC105375411	0
C7orf76	0
LOC105375412	0
LOC107986825	0
LOC100506136	11
SEM1	1107
LOC105375414	0
MARK2P10	0
PALMD	0
RN7SL252P	0
DLX6-AS1	0
DLX6	0
DLX5	0
SDHAF3	765
HMGB3P21	0
LOC107984034	1
LOC105375417	0
RPL7AP40	0
LOC107986826	0
HMGB3P10	0
LOC105375416	0
AP1S2P1	0
RN7SKP104	0
TAC1	0
ASNS	1420
SNRPCP9	0
RPS3AP29	0
LOC107986827	3
OR7E7P	0
FRRS1	269
OR7E38P	18
MGC72080	52
OCM2	0
RN7SL478P	0
LMTK2	746
BHLHA15	6
TECPR1	171
BRI3	503
BAIAP2L1	1110
RNU4-75P	0
RPS3AP26	42
LOC442713	0
RPS26P33	0
NPTX2	0
LOC105375419	0
LOC105375418	0
RNU6-393P	0
TMEM130	16
TRRAP	1450
RPL39P9	0
SCARNA28	5
LOC100419643	0
LOC101927550	13
SMURF1	732
KPNA7	0
MYH16	50
LOC105375421	2
ARPC1A	1636
ARPC1B	1287
PDAP1	4149
AGL	766
BUD31	1052
ATP5J2-PTCD1	0
PTCD1	535
CPSF4	480
LOC100131859	6
ATP5J2	3341
TRW-CCA5-1	0
ZNF789	67
ZNF394	414
ZKSCAN5	567
SLC35A3	546
LOC100419451	0
FAM200A	281
LOC105375422	1
ZNF655	1330
GS1-259H13.2	32
ZSCAN25	253
LOC442603	6
CYP3A5	9
CYP3A7-CYP3A51P	0
CYP3A51P	0
RNU6-750P	0
CYP3A7	0
CYP3AP2	0
CYP3A4	0
CYP3A137P	0
CYP3A43	0
CYP3A52P	0
OR2AE1	0
TRIM4	322
LOC101927610	5
GJC3	1
LOC102724450	0
RNU6-1318P	0
AZGP1	2
AZGP1P1	0
LOC100128334	0
LOC105375423	0
ZKSCAN1	1498
ZSCAN21	101
ZNF3	699
COPS6	2755
MCM7	6477
MFSD14A	280
AP4M1	152
TAF6	1039
LOC105375424	1
CNPY4	15
MBLAC1	2
LAMTOR4	1214
RPL7P60	0
C7orf43	125
SASS6	511
GAL3ST4	16
GPC2	34
STAG3	2
LOC102724025	0
GATS	84
PVRIG	1
LOC107986828	0
LOC105375427	0
LOC105375426	2
TRMT13	1189
SPDYE3	20
PMS2P1	118
STAG3L5P-PVRIG2P-PILRB	423
STAG3L5P	18
PVRIG2P	43
PILRB	96
PILRA	9
ZCWPW1	43
MEPCE	567
LRRC39	28
PPP1R35	366
LOC101927632	14
C7orf61	9
TSC22D4	375
NYAP1	45
LOC107986829	1
RN7SL416P	0
AGFG2	104
IRS3P	0
SAP25	6
DBT	855
LRCH4	240
ZASP	0
FBXO24	4
PCOLCE-AS1	3
PCOLCE	16
MOSPD3	139
TFR2	95
ACTL6B	0
LOC105375429	0
GNB2	2356
RPL23AP90	0
GIGYF1	670
POP7	671
EPO	2
ZAN	0
EPHB4	904
LOC107986831	0
LOC105375430	6
LOC107986830	0
SLC12A9	225
TRIP6	2041
BRI3P1	0
SRRT	2117
UFSP1	38
ACHE	101
RN7SL549P	0
RPS29P15	0
LOC105375431	2
MUC3A	257
MUC12	9
LOC102724094	0
RTCA-AS1	5
MUC17	1
RN7SKP54	0
TRIM56	379
SERPINE1	1018
AP1S1	2044
VGF	1975
NAT16	51
MOGAT3	0
DGAT2L7P	0
RTCA	810
RPSAP46	0
PLOD3	888
ZNHIT1	1300
CLDN15	235
FIS1	1064
RNU6-1104P	0
AZGP1P2	0
LOC101927721	0
LOC101927746	422
IFT22	417
RNF207	61
COL26A1	16
LOC105379743	0
LINC01007	1
LOC107986832	0
MYL10	0
CUX1	2251
SH2B2	109
LOC107986717	3
PMS2P12	3
LOC646970	0
SPDYE6	1
LOC100289561	68
LOC100630923	67
PRKRIP1	395
LOC105375433	0
ORAI2	99
ALKBH4	309
LRWD1	535
CDC14A	202
POLR2J	449
RASA4B	1
POLR2J3	11
LOC107983993	22
SPDYE2	7
LOC102724229	4
RASA4	2
POLR2J2	20
UPK3BL	14
BCAS2P2	0
SPDYE2B	12
RASA4DP	0
FBXL13	15
FAM185A	47
RPL7AP39	4
LOC100422696	0
RNU6-1136P	0
RN7SKP198	0
LRRC17	16
NFE4	0
LOC105379827	0
ARMC10	201
CRYZP1	0
NAPEPLD	0
RPL19P12	0
LOC105375434	6
RPL23AP95	0
DPY19L2P2	10
S100A11P1	0
PMPCB	1835
DNAJC2	2413
GPR88	0
PSMC2	2440
RPS29P16	0
SLC26A5	14
LOC101927870	0
RELN	5
RN7SKP86	0
LOC105375435	0
ORC5	1019
LHFPL3	0
EIF4BP6	164
RPL7AP17	0
LOC105375436	0
LHFPL3-AS1	0
LHFPL3-AS2	0
RN7SL8P	0
LOC101927902	2
LINC01004	26
KMT2E-AS1	49
KMT2E	665
SRPK2	922
RPL36P12	0
LINC01349	0
RWDD4P1	3
RNU6-1322P	0
LOC101927923	1
PUS7	910
LOC100131785	4
RINT1	927
EFCAB10	14
YBX1P2	0
ATXN7L1	192
RPL13AP16	0
RPL36AP12	0
CDHR3	17
LOC107986833	0
SYPL1	1142
DCAF13P1	0
RNU6-392P	0
NAMPT	1822
LARP1BP2	0
CTB-30L5.1	7
LOC105375440	0
CCDC71L	150
VCAM1	0
RNA5SP236	0
PIK3CG	0
PRKAR2B	110
LOC105375441	0
HBP1	6
COG5	0
RPL37AP6	0
GPR22	0
DUS4L	2
BCAP29	65
ICMT	1547
EXTL2	563
WBP1LP2	31
LOC105375443	6
BANF1P5	0
SLC26A4-AS1	0
SLC26A4	15
LOC101927974	20
CBLL1	1301
SLC26A3	0
PIGCP2	0
LOC105375444	0
SLC30A7	704
LOC105375445	0
DLD	1750
LAMB1	525
LAMB4	0
LOC107986834	0
LOC107986835	0
LOC105375446	0
NRCAM	0
LOC102724363	0
RNU7-83P	0
HNRNPA1P68	1
PNPLA8	674
RPL7P32	0
THAP5	809
DNAJB9	252
LOC105375448	0
LOC100419644	0
LOC107986836	0
C7orf66	0
BUB3P1	0
LOC100421901	0
DPH5	641
LOC100128056	0
EIF3IP1	0
RPL3P8	0
LOC100419782	0
LOC105375451	2
LOC105375450	0
LOC105375452	0
IMMP2L	180
LRRN3	1
LOC100420226	0
LOC102606465	54
DOCK4	154
DOCK4-AS1	1
RNA5SP237	0
RPL7AP42	0
ZNF277	608
RN7SKP187	0
LOC105375456	0
MTND5P8	0
MTND6P24	0
MTCYBP24	0
LOC107985094	0
IFRD1	3046
LOC105375457	0
LSMEM1	97
NPM1P14	0
LOC100996249	0
LOC101928012	0
MIPEPP1	1
TMEM168	450
BMT2	135
HRAT17	0
LOC101928334	0
GPR85	1
LOC107986837	1
LINC00998	1531
PPP1R3A	0
FOXP2	38
RPL36P13	0
RNA5SP238	0
MDFIC	183
LINC01393	0
LOC101928370	0
LINC01392	0
RAC1P6	0
LOC100506489	0
LOC105375461	0
LOC105375462	0
LOC102724407	0
TFEC	1
TES	2681
LOC102724434	2
LOC105375463	2
S1PR1	1
LOC107986838	4
LOC107986839	2
CAV2	1198
CAV1	1888
LINC01510	3
MET	4721
CAPZA2	2972
LOC100418716	0
LOC105375465	0
RNA5SP239	0
RPS20P6	0
ST7-AS1	0
ST7	256
ST7-OT4	4
TPM3P1	0
ST7-AS2	0
ST7-OT3	1
LOC105375466	0
LOC100421782	0
MTND2P37	0
LINC00337	15
PPIAP7	0
MTND4P6	0
WNT2	0
LOC105375467	0
ASZ1	0
LOC100130680	0
LOC105375468	0
CFTR	0
CTTNBP2	93
LOC105375469	0
LOC105375470	0
LOC102723784	0
LSM8	575
ANKRD7	1
LOC102724495	0
LOC105375471	0
LOC105375472	0
LOC107986747	0
LOC105375473	0
LOC100135063	0
LOC648442	0
LOC107986748	0
LINC01307	0
LVCAT5	0
LOC107986840	0
RNU1-29P	0
LOC105375476	0
LOC105375477	0
KCND2	0
RNU6-581P	0
TSPAN12	206
ING3	354
RNA5SP240	0
LOC105378872	0
CPED1	9
HMGN1P18	0
RNA5SP241	0
RNU6-517P	0
WNT16	348
FAM3C	1520
CYCSP19	0
RPL18P4	0
LOC105375478	0
RN7SKP277	0
RNU6-965P	0
PNPT1P2	0
PTPRZ1	1
AASS	106
RNU7-154P	0
LOC102724527	1
LOC100130618	0
RPL31P37	2
FEZF1	6
FEZF1-AS1	61
CADPS2	277
RPSAP19	7
LOC105375481	0
RPS26P31	0
RNF133	1
RNF148	5
LOC100422456	0
LOC105375482	0
TAS2R16	0
SLC13A1	2
LYPLA1P1	0
IQUB	22
OLFM3	0
RNU6-296P	0
NDUFA5	1418
ASB15	0
LOC102724555	0
LMOD2	4
WASL	748
HYAL4	0
RNU6-11P	0
HYALP1	0
SPAM1	0
RNU6-352P	0
LOC105375483	0
TMEM229A	0
LOC105375484	0
LOC107986841	0
LOC101928211	0
LOC102724577	0
LOC107986842	0
SSU72P8	0
RPS2P31	0
RNU6-102P	0
DNAJA1P5	0
GPR37	52
C7orf77	0
POT1	868
POT1-AS1	2
EEF1GP1	4
LOC105375486	0
LOC100420864	0
LOC101928283	0
LOC101928254	0
RPL31P39	0
LOC107985095	0
LOC100134507	0
LOC100506664	0
LOC105375487	0
LOC105375488	0
GRM8	10
LOC101928357	0
LOC100422325	0
LOC107986843	0
LOC101928333	0
WBP1LP7	0
HES3	0
LOC105378874	0
PRELID3BP10	0
ZNF800	836
LOC100506682	0
LOC105375490	0
GCC1	623
ARF5	1080
LOC105375489	34
FSCN3	1
PAX4	0
SND1	2211
LOC107985096	0
LOC100196944	1
LOC105375492	4
SND1-IT1	1
LRRC4	1
LOC105375493	0
LOC101928423	0
LOC105375494	0
LEP	0
COL11A1	0
LOC107986844	3
MGC27345	129
RBM28	1704
LOC100418961	0
RNU7-27P	0
PRRT4	109
LOC107986845	0
IMPDH1	1102
RPL37P16	0
RNU7-54P	0
SOD2P1	0
LOC102724660	46
HILPDA	196
METTL2B	725
LOC101928451	78
RPS10P15	0
RNU6-177P	0
LINC01000	323
CICP14	58
FAM71F2	6
IMP3P2	0
LOC101928436	2
RNA5SP242	0
RNA5SP243	0
FAM71F1	3
CALU	2214
RN7SL81P	0
OPN1SW	4
TRP-AGG2-3	0
CCDC136	98
LOC107986846	0
FLNC	2278
RN7SKP285	0
ATP6V1F	1901
LOC100130705	11
KCP	2
LOC105375497	0
LOC392787	0
IRF5	213
TNPO3	2352
RN7SL306P	0
ODCP	0
TPI1P2	7
RNPC3	204
CYCSP20	0
LOC407835	1
TSPAN33	378
RNY1P11	0
SMO	278
AHCYL2	229
LOC105375500	1
LOC107986847	0
RNU7-16P	0
CDC26P1	11
AMY2B	42
STRIP2	207
SNRPGP3	0
RNU1-72P	0
SMKR1	17
LOC107986848	0
NRF1	471
RNA5SP244	0
LOC105375501	0
ACTG1P4	2
UBE2H	1985
ZC3HC1	900
RNA5SP245	0
KLHDC10	490
LOC100128325	0
TMEM209	1051
SSMEM1	0
CPA2	6
CPA4	638
AMY2A	0
LOC105375503	4
CPA5	0
LOC105375504	0
CPA1	0
CEP41	89
LOC105375505	0
MEST	618
MESTIT1	0
COPG2	539
GPR153	90
AMY1A	0
COPG2IT1	28
RNA5SP246	0
TSGA13	0
KLF14	1
LOC105375508	1
LOC105375509	2
LOC347674	1
LOC100133252	0
LOC105378877	0
LINC-PINT	35
LINC00513	128
RNU6-1010P	0
MKLN1	2012
RPL27P11	0
MKLN1-AS	15
PODXL	554
RPL31P36	2
EEF1B2P6	13
RPS14P10	0
AMY1B	0
RPS15AP22	0
NDUFB9P2	0
LOC107986849	0
LOC100130704	0
LOC101928782	0
LOC100533635	0
PLXNA4	11
LOC101928807	0
LOC105375511	0
LOC102724906	0
LOC105378878	0
FLJ40288	0
LOC100506937	0
CHCHD3	2368
LOC729998	678
RNU6-92P	0
LOC105375512	0
ST13P7	4
EXOC4	890
AMYP1	0
RPS15AP23	0
COX5BP3	0
RPS3AP27	0
LOC101928861	0
LOC105375513	6
LOC105375514	0
LRGUK	17
SLC35B4	396
LOC105375518	0
LOC105375517	0
AMY1C	0
LOC105375519	11
AKR1B1	797
LOC100887077	0
AKR1B10	26
LOC105375520	1
AKR1B15	1
BPGM	389
TUBB3P2	0
LOC107986850	0
CALD1	2229
LOC100131348	0
AGBL3	21
C7orf49	565
LOC100419645	0
TMEM140	121
WDR91	159
STRA8	0
LOC107984123	0
SLC23A4P	1
CNOT4	592
LOC100129138	0
SDHDP2	2
NUP205	2683
LOC101027084	0
RPL15P11	0
C7orf73	677
RNU6-1154P	0
SLC13A4	7
LOC105375521	5
LOC107986851	0
FAM180A	11
LOC105378879	0
LOC105375522	0
MTPN	2684
RNU6-223P	0
LOC105375523	0
LOC100421642	0
PSMC1P3	0
LOC105375524	0
CHRM2	0
LOC349160	0
FTLP17	0
KRT8P51	0
RPL18P5	0
LOC105375525	0
PTN	0
LOC105375527	0
DGKI	1
RPL6P19	17
CREB3L2	648
LOC100130880	0
ACOT7	1396
LOC105378880	0
LOC100128052	0
LOC100420648	0
AKR1D1	0
RN7SKP223	0
RCC2P3	0
LOC107986749	0
RPS17P12	0
LOC442727	0
IMPDH1P3	0
CDK4P1	0
TRIM24	286
RPS3AP28	0
SVOPL	0
RPL21P73	0
RPL17P27	0
UQCRFS1P2	0
ATP6V0A4	0
TMEM213	0
KIAA1549	109
RNU6-1272P	0
LOC105378881	0
ZC3HAV1L	141
LOC107986852	15
ZC3HAV1	776
RPL17P28	0
TTC26	298
LOC100499191	1
FCF1P11	0
RPL37AP5	0
UBN2	474
RNU6-206P	0
LINC01676	0
LUC7L2	1329
FMC1	107
TRR-CCT4-1	0
C7orf55-LUC7L2	204
LOC100129148	12
KLRG2	8
ST13P17	0
CLEC2L	0
ERHP1	0
HIPK2	1500
LOC105378882	0
LOC105375530	0
TBXAS1	1
LOC107986853	0
LOC105375532	0
PARP12	175
LOC105375533	0
KDM7A	409
JHDM1D-AS1	18
RNU6-797P	0
LOC107986854	0
SEPT2P1	0
RNU1-58P	0
PPP1R2P6	2
LOC105375534	5
SLC37A3	500
RNA5SP247	0
RNA5SP248	0
RAB19	14
LOC642355	1
MKRN1	1605
DENND2A	3
LOC105378883	0
LOC105375535	0
RN7SL771P	0
LOC107986718	0
ADCK2	283
NDUFB2-AS1	5
NDUFB2	789
BRAF	650
RNU6-85P	0
LOC105375536	0
LOC107986720	0
LOC100499497	0
CCT4P1	0
MRPS33	779
RNU4-74P	0
LOC107986719	0
LOC105375537	0
TMEM178B	1
LOC105375538	0
AGK	229
KIAA1147	8
WEE2-AS1	0
LOC401957	0
WEE2	0
RNU1-82P	0
SSBP1	371
TAS2R3	7
TAS2R4	15
TAS2R6P	9
TAS2R5	31
MTCO1P55	0
MTND2P5	0
NMTRQ-TTG2-1	0
LOC105378884	0
MTND1P3	0
MYL6P4	0
PRSS37	5
OR9A3P	0
OR9A1P	0
OR9N1P	0
OR9A4	0
CLEC5A	2
TAS2R38	0
MGAM	6
HES2	282
LOC107985116	0
MGAM2	1
MOXD2P	0
PRSS58	0
TRY2P	0
PRSS3P3	0
TRB	3
TRBV1	0
TRBV2	0
LOC105375539	0
TRBV3-1	0
LOC105378886	0
TRBV4-1	0
TRBV5-1	0
TRBV6-1	0
TRBV7-1	0
TRBV4-2	0
TRBV6-3	0
TRBV7-2	0
TRBV8-1	0
TRBV5-2	0
TRBV6-4	0
LOC105378885	0
TRBV7-3	0
TRBV8-2	0
TRBV5-3	0
TRBV9	0
TRBV10-1	0
TRBV11-1	0
TRBV12-1	0
TRBV10-2	0
TRBV11-2	0
TRBV12-2	0
LOC126987	0
TRBV6-5	0
TRBV7-4	0
LOC107986855	0
TRBV5-4	0
LOC105379749	0
TRBV6-6	0
TRBV7-5	0
TRBV5-5	0
TRBV6-7	0
TRBV7-6	0
LOC105378887	0
TRBV5-6	0
TRBV6-8	0
TRBV7-7	0
TRBV5-7	0
TRBV7-9	0
TRBV13	0
TRBV10-3	0
TRBV11-3	0
TRBV12-3	0
TRBV12-4	0
MTCO3P14	0
TRBV12-5	0
TRBV14	0
TRBV15	0
TRBV16	0
TRBV17	0
TRBV18	0
TRBV19	0
TRBV20-1	0
TRBV21-1	0
TRBV22-1	0
MTATP6P14	0
TRBV23-1	0
TRBV24-1	0
MTRNR2L6	0
TRBV25-1	0
TRBVA	0
TRBV26	0
TRBVB	0
TRBV27	0
TRBV28	0
PGBD4P1	0
MTCO2P14	0
PRSS1	0
TRBV29-1	0
PRSS3P1	0
PRSS2	0
WBP1LP1	0
TRBJ1-1	0
TRBJ1-2	0
TRBJ1-3	0
TRBJ1-4	0
MTCO1P14	0
TRBJ1-5	0
TRBC1	0
TRBD2	0
TRBJ2-1	0
TRBJ2-2	0
TRBJ2-2P	0
TRBJ2-3	0
TRBJ2-5	0
NDE1P1	0
TRBJ2-7	0
TRBC2	0
TRBV30	0
LOC105375541	0
EPHB6	4
TRPV6	3
TRPV5	0
LOC105375542	0
LOC105375543	0
ESPN	1125
LOC105378889	0
C7orf34	0
KEL	0
OR9A2	0
LOC105375544	0
OR9P1P	0
OR6V1	0
OR6W1P	0
PIP	0
TAS2R39	0
TAS2R40	0
LOC105378888	0
LOC105375546	0
LOC105375545	0
GSTK1	461
TMEM139	102
CASP2	999
RN7SL535P	0
RN7SL481P	0
HINT1P1	0
CLCN1	16
FAM131B	32
PRMT6	260
LOC101928397	0
LOC100507507	46
ZYX	1457
EPHA1	275
EPHA1-AS1	1
TAS2R62P	0
TAS2R60	0
TAS2R41	0
OR2R1P	0
NTNG1	0
LOC105375547	0
OR10AC1	0
RPL26P22	0
PAICSP5	0
CTAGE15	8
RNU6-162P	0
TCAF1P1	36
LOC101928466	2
LOC101928422	1
TCAF2	24
NDUFA4P1	0
LOC100533814	0
RNU6-267P	0
CTAGE6	0
PAICSP6	0
RPL26P24	0
TCAF2P1	1
LOC154761	1
TCAF1	334
LOC105375549	0
OR2F1	0
VAV3	1
OR2F2	0
LOC100422324	0
OR2Q1P	0
SLC16A1P1	0
OR6B1	0
OR2A5	0
LOC105375548	0
OR2A25	0
OR2A41P	0
OR2A12	0
OR2A2	0
OR2A15P	0
OR2A14	0
OR2A13P	0
OR2A3P	0
OR2AO1P	0
CTAGE4	7
ARHGEF35	104
LOC101928605	0
OR2A42	0
VAV3-AS1	0
OR2A1-AS1	3
OR2A20P	0
OR2A7	0
ARHGEF34P	28
CTAGE8	37
OR2A9P	1
OR2A1	0
ARHGEF5	119
NOBOX	0
RNU6ATAC40P	0
LOC107985124	0
TPK1	109
EEF1A1P10	0
RN7SKP174	0
LOC105375552	0
EI24P4	0
LOC402715	0
LOC105375551	0
RPL7P59	0
LOC100420073	0
LOC105375553	0
SLC25A24	13
CNTNAP2	0
LOC100420074	0
LOC101928700	0
DUTP3	0
RANP2	0
LOC107986721	0
LOC105375556	0
RNU6-1184P	0
RNA5SP249	0
NBPF4	0
RN7SL456P	0
LOC105375554	0
RN7SL72P	0
LOC392145	0
RPL32P17	0
C7orf33	0
LOC105375557	0
LOC643438	0
LOC100301516	0
CUL1	1474
SLC25A24P1	0
EZH2	1670
RNU7-20P	0
RN7SL569P	0
RNY5	0
RNY4	0
RNY3	0
RNY1	7
GHET1	3
PDIA4	1960
RNU6-650P	0
LOC107984108	0
COX6B1P1	0
ZNF786	143
ZNF425	91
RN7SL521P	1
ZNF398	320
LOC107986856	3
LOC100420549	2
ZNF282	1361
ZNF212	335
ZNF783	127
NBPF5P	0
LOC155060	55
TRC-GCA1-1	0
TRC-GCA9-2	0
NPM1P12	0
TRC-GCA13-1	0
TRY-GTA11-1	0
TRC-GCA18-1	0
TRC-GCA10-1	0
LOC105375559	0
LOC101928733	2
SLC25A24P2	0
TRC-GCA11-1	0
ZNF777	917
ZNF746	583
TRC-GCA16-1	0
ZNF767P	100
TRC-GCA22-1	0
TRC-GCA15-1	0
TRC-GCA3-1	0
TRC-GCA20-1	0
TRS-AGA5-1	0
NBPF6	0
TRC-GCA19-1	0
TRC-GCA9-3	0
TRC-GCA12-1	0
TRC-GCA21-1	0
TRC-GCA17-1	0
TRC-GCA9-4	0
KRBA1	0
ZNF467	41
SSPO	5
ZNF862	120
ST13P21	0
ATP6V0E2-AS1	27
ATP6V0E2	378
ACTR3C	7
LOC107986857	0
LOC100134040	0
LRRC61	124
ZBED6CL	43
LOC105375560	2
RARRES2	0
LOC107986858	2
LOC100420170	0
LOC105375563	2
REPIN1	1265
ZNF775	129
LOC105375564	0
LOC107986859	1
LOC728743	33
LINC00996	0
GIMAP8	0
EIF2AP1	0
STRADBP1	0
FAM102B	376
GIMAP7	0
ALDH7A1P3	0
LOC107986860	0
GIMAP4	1
EIF2AP2	0
LOC100288724	0
GIMAP6	0
EIF2AP3	0
GIMAP2	0
GIMAP1-GIMAP5	0
HENMT1	0
GIMAP1	0
GIMAP5	0
GIMAP3P	0
BET1P1	0
LOC105375566	0
TMEM176B	0
TMEM176A	0
LOC105375567	0
AOC1	2
KCNH2	308
TNFRSF25	63
LOC105378890	2
LOC107986861	1
NOS3	286
ATG9B	72
LOC105375568	0
ABCB8	652
ASIC3	59
CDK5	217
SLC4A2	3234
FASTK	1099
TMUB1	729
PRPF38B	2188
AGAP3	1137
LOC107986862	6
GBX1	7
ASB10	0
IQCA1L	0
ABCF2	2012
CHPF2	259
SMARCD3	246
NUB1	1088
FNDC7	1
WDR86	4
WDR86-AS1	0
CRYGN	1
RN7SL76P	0
RHEB	1457
ETF1P2	5
PRKAG2	502
LOC644090	0
PRKAG2-AS1	9
STXBP3	639
RNU6-604P	0
LOC105375570	0
LOC105375571	0
GALNTL5	0
GALNT11	253
LOC731075	3
YBX1P4	0
KMT2C	1032
SEPT7P6	0
FABP5P3	0
LOC100271656	2
CCT8L1P	0
LINC01003	13
LOC105375574	0
RPS20P19	0
RNA5SP250	0
RPL36AP28	0
XRCC2	405
ATP5F1P3	0
RN7SL845P	0
ACTR3B	294
LOC105378891	0
LOC101929087	0
LOC102723686	1
LOC105375577	0
LINC01287	0
LOC105375578	0
PAXBP1P1	0
LOC105375579	0
LOC107986750	0
DPP6	1
LOC107986722	0
AKNAD1	3
LOC101929998	0
LOC107984014	0
LOC105375582	0
LOC105375581	0
LOC105375580	0
PAXIP1-AS2	16
PAXIP1	462
PAXIP1-AS1	34
HTR5A-AS1	0
HTR5A	0
SPATA42	0
LOC105375584	0
RN7SKP280	0
LOC105375586	0
LOC105375587	0
LOC105375588	0
LOC105375589	0
LOC105375591	11
INSIG1	745
LOC105375592	0
BLACE	2
LOC107985159	0
LOC105375593	0
LOC105375594	0
EN2	1
LOC107986863	0
CNPY1	0
LOC100506302	41
RBM33	1143
SHH	1
LOC389602	61
LOC105375597	0
GPSM2	523
LOC105375603	0
LOC105375602	0
LOC105375601	0
LOC105375600	0
LOC105375599	0
LOC285889	0
LINC01006	0
LINC00244	0
RPL26P23	0
C7orf13	3
PLEKHG5	433
CLCC1	428
RNF32	36
LOC101927858	45
LMBR1	677
RNU4-31P	0
LOC102723795	1
LOC105375604	0
LOC105375605	0
NOM1	1447
MNX1	89
MNX1-AS2	1
WDR47	330
MNX1-AS1	78
LOC645272	0
LOC105375607	0
UBE3C	2070
RPS27AP12	2
LOC777650	12
RPL36AP30	0
DNAJB6	1455
LOC101927914	0
LOC105375610	0
LOC107985160	0
LOC100506557	1
PTPRN2	93
LOC105375615	0
LOC105375614	7
LOC100506585	0
LOC105375613	0
LOC107986864	0
LINC01022	0
RPL17P7	48
THAP5P1	2
NCAPG2	1254
RPL21P76	0
ESYT2	2502
LOC105379752	5
WDR60	206
LINC00689	0
VIPR2	0
PIP5K1P2	0
RPS27P6	3
LOC101927506	35
WBP1LP3	0
OR4F21	0
SEPT14P8	0
RPL23AP53	370
ZNF596	153
LOC101927566	1
LOC101927595	10
LOC105377773	0
FAM87A	0
RANP5	0
FBXO25	162
TDRP	1
ERICH1	304
LOC105377774	2
ERICH1-AS1	0
DLGAP2	0
LOC401442	0
LOC105377777	0
LOC286083	0
LOC105379585	0
TAF13	358
LOC105377775	0
LOC105379586	0
DLGAP2-AS1	0
LOC105377778	0
LOC100130321	0
CLN8	12
LOC101927752	0
LOC105377779	0
LOC105378892	1
ARHGEF10	1
LOC100131395	0
KBTBD11	0
LOC101928058	0
KBTBD11-OT1	0
MYOM2	9
LOC105377781	0
LOC105377782	0
LOC107986880	0
TMEM167B	412
LOC105377783	0
LOC105377784	0
LOC101927815	0
LOC107986865	0
LOC105377785	0
LOC105377787	0
LOC105377786	0
CSMD1	0
LOC105377792	0
LOC105377791	0
NDUFB3P1	0
RNA5SP251	0
LOC105377790	0
LOC105377789	0
PAICSP4	0
RSL24D1P7	0
LOC107986907	0
RN7SL318P	0
RPL23AP54	0
LOC105377793	0
LOC105377794	0
NOL9	1554
SCARNA2	41
LOC392180	0
LOC107986908	0
LOC105377795	0
RN7SKP159	0
LOC105377796	1
LOC105377797	0
LOC100287015	39
MCPH1	1098
LOC101928016	0
ANGPT2	7
LOC100420092	0
MCPH1-AS1	34
AGPAT5	2015
LOC100422495	4
LOC107986909	0
XKR5	0
GS1-24F4.2	0
DEFB1	0
C1orf194	1
RPL23AP96	0
DEFA6	0
DEFA4	2
DEFA8P	0
DEFA9P	0
DEFA10P	0
DEFA1	0
DEFT1P	0
DEFA1B	0
DEFT1P2	0
KIAA1324	25
DEFA3	0
DEFA11P	0
DEFA7P	0
DEFA5	0
LOC105377799	0
LOC107986875	0
LOC105369288	1
RPS3AP30	0
LOC105377803	0
SNRPCP6	0
SARS	3283
SNRPCP15	0
RPS3AP33	0
LOC101928095	26
LOC107984039	3
LOC441320	0
OR7E125P	0
FAM90A15P	0
LINC00965	1
FAM90A3P	0
LOC107986911	0
CELSR2	365
FAM90A4P	0
FAM90A13P	0
FAM90A5P	0
FAM90A20P	0
FAM66B	0
DEFB109P1B	0
USP17L1	0
USP17L4	0
LOC402329	0
ZNF705G	0
PSRC1	172
DEFB108P2	0
DEFB4B	0
HSPD1P3	0
DEFB103B	0
SPAG11B	0
DEFB104B	0
DEFB106B	0
DEFB105B	0
DEFB107B	0
LOC105377801	0
MYBPHL	2
LOC101927997	0
PRR23D1	0
FAM90A6P	0
FAM90A7P	0
LOC105377800	0
FAM90A21P	0
FAM90A22P	0
FAM90A23P	0
OR7E157P	0
LOC107986910	5
SORT1	668
LOC101929400	6
OR7E154P	2
LOC105379215	0
FAM90A14P	0
FAM90A18P	0
FAM90A16P	0
FAM90A8P	0
FAM90A17P	0
FAM90A19P	0
LOC107986912	0
PSMA5	2556
FAM90A9P	0
FAM90A10P	0
PRR23D2	0
LOC101929013	0
LOC105379216	0
DEFB107A	0
DEFB105A	0
DEFB106A	0
DEFB104A	0
SPAG11A	0
RNU6-731P	0
SYPL2	47
DEFB103A	0
HSPD1P2	0
DEFB4A	0
ZNF705B	0
DEFB108P1	0
FAM66E	0
LOC392187	0
USP17L8	0
USP17L3	0
FAM90A11P	0
ATXN7L2	187
FAM90A24P	0
FAM90A12P	0
OR7E96P	0
LOC105379220	19
RPS3AP31	0
LOC105379219	11
SNRPCP17	0
