Gene Symbol	OVCAR_KO
RNA5SP262	0
LOC105379361	0
NRG1-IT3	0
RNU6-663P	0
LOC105379362	729
OR11I1P	0
MTND1P6	2
NMTRQ-TTG11-1	0
MTND2P32	4
RANP9	0
FUT10	514
RNU6-528P	0
LOC100507379	6
MAK16	1019
TTI2	511
SNORD13	2
CD53	1
LOC100630919	0
RPL10P18	0
RNF122	50
RN7SL621P	0
DUSP26	0
LOC105379363	0
BUD31P1	0
RN7SL457P	0
VENTXP5	0
LOC105379364	1
LRIF1	482
RPL6P22	0
CYCSP3	0
LOC105379366	0
LOC105379365	0
RPL10AP3	0
LINC01288	0
RPL21P80	10
LOC105379368	0
LOC105379369	0
UNC5D	0
LOC107984913	3
CCNT2P1	0
LSM12P1	24
LOC101929550	0
LOC105379370	0
LOC105379371	0
MTCYBP19	0
MTND6P19	0
MTND5P41	0
RPL23P10	0
RNA5SP264	0
KCNU1	0
RNA5SP54	0
MRPS7P1	0
LOC105379375	0
TPT1P8	0
LOC105379376	0
RPL26P25	0
LOC105379377	0
SMARCE1P4	0
LOC100507403	0
LINC01605	1
LOC105379379	0
DRAM2	700
LOC105379378	0
LOC105379380	0
RNU6-607P	0
ZNF703	54
LOC101929622	0
LOC102723701	1
ERLIN2	639
LOC728024	8
PROSC	686
LOC105379381	0
CEPT1	939
ADGRA2	178
BRF2	102
RAB11FIP1	714
RN7SL709P	0
GOT1L1	1
ADRB3	0
EIF4EBP1	1001
ASH2L	497
RNU6-988P	0
STAR	37
DENND2D	238
LOC105379382	0
LSM1	752
RNU6-323P	0
BAG4	800
DDHD2	1094
PLPP5	301
NSD3	913
LETM2	172
LOC102723716	9
FGFR1	1138
LOC107985180	1
RPS20P22	12
LOC107986937	3
C8orf86	0
LOC105379383	1
LOC105379384	0
RNF5P1	13
TACC1	1082
PLEKHA2	437
HTRA4	0
TM2D2	683
CHI3L2	2
ADAM9	3133
ADAM32	6
RPL3P10	0
LOC100420403	0
ADAM5	1
ADAM3A	0
LOC100130964	0
ADAM18	0
ADAM2	0
IDO1	7
CHIAP1	0
LOC100420480	0
IDO2	0
LOC100420944	0
LOC105379385	0
LOC105379386	0
C8orf4	0
LOC105379387	0
LOC105379388	0
ZMAT4	0
LOC107986938	0
CHIAP2	0
LOC105379389	0
LOC105379390	0
RNU6-356P	0
LOC105379771	0
SFRP1	0
RPS29P2	0
RNU6-895P	0
LOC105379391	0
GOLGA7	709
CHIA	0
KRT18P37	1
GINS4	346
LOC102723729	1
GPAT4	1013
NKX6-3	0
ANK1	12
LOC105379392	2
RN7SL149P	0
PHF13	218
LOC105378903	0
KAT6A	869
LOC105379393	0
RPL17P30	0
LOC101059972	0
LOC107986939	0
AP3M2	512
PLAT	56
LOC101929897	1
IKBKB	375
LOC105379395	30
PIFO	18
POLB	640
RPL5P23	7
DKK4	1
VDAC3	2138
SLC20A2	329
SMIM19	236
LOC105379396	0
CHRNB3	0
LOC100288666	0
CHRNA6	0
LOC105378904	0
THAP1	230
RNF170	249
RN7SL806P	0
HOOK3	773
FNTA	1038
RNU1-124P	0
POMK	184
HGSNAT	282
RNY5P6	0
HIGD1AP12	1
VN1R45P	0
VN1R46P	0
LOC101059977	0
AFG3L2P1	0
LOC101926993	0
POTEA	0
RNU6-104P	0
LOC100420534	0
LOC105379397	0
SNX18P27	0
PGCP1	0
CYP4F44P	0
HSPA8P13	0
ASNSP1	0
LOC105375811	0
ASNSP4	0
LOC100130861	0
TRIM60P15	0
LOC105375812	0
MTND2P38	0
MTND1P7	0
OVGP1	192
NMTRL-TAA6-1	0
RNU6-656P	0
MTCYBP20	0
MTND6P20	0
LINC00293	0
LOC728587	0
LOC105375813	0
LOC105375814	0
MAPK6PS4	0
LOC105375815	0
UBE2FP3	0
RN7SKP32	0
LOC105375816	6
LOC105375817	0
LOC107986885	1
RNU6-819P	0
RPL10AP2	0
NDUFA5P12	0
LOC100287846	0
ATP6V1G1P2	0
LOC100996586	0
WDR77	344
SPIDR	845
LOC107986940	5
LOC100420054	14
LOC100420532	0
LOC100507422	3
RNU6-665P	0
CEBPD	70
PRKDC	3793
LOC105375818	25
MCM4	1815
ATP5F1	4748
RNU6-519P	0
LOC105375819	0
UBE2V2	2208
LOC107986941	0
LOC100287157	0
LOC100130299	0
RNU6-295P	0
LOC105375820	0
LOC105375821	0
RPL29P19	0
C1orf162	111
LOC105375822	0
LOC101929268	0
LOC105375823	0
LOC101929217	0
EFCAB1	0
LOC105375825	6
SNAI2	1
LOC107986942	0
C8orf22	0
LOC105375826	0
THAP3	166
TMIGD3	0
RN7SKP294	0
RFPL4AP7	0
LOC100507464	0
PSAT1P1	0
SNTG1	1
LOC105375829	0
LOC105375828	0
LOC100422267	0
CYCSP22	0
LOC100128686	0
RNU6-792P	0
LOC105375830	0
LOC105375831	0
PXDNL	4
BRIX1P1	0
BTF3P1	0
LOC105375833	3
PCMTD1	651
LOC102724330	36
ST18	0
LOC101929341	0
ADORA3	0
RPL34P17	0
FAM150A	0
LOC107986877	8
RB1CC1	1926
LOC105375835	0
LOC107986943	0
NPBWR1	0
LOC101060191	0
LOC105375836	0
EI24P5	0
RAP1A	1352
OPRK1	2
LOC100507516	3
LOC100421824	0
RPL21P79	0
MAPK6PS1	0
LOC100129667	0
ATP6V1H	394
RGS20	82
RPS27AP13	0
RNU6-1331P	0
LINC01160	5
TCEA1	2130
LOC100131254	22
LOC105375839	3
LYPLA1	1722
TDGF1P5	0
MRPL15	800
RNU6ATAC32P	0
CHCHD2P10	0
RNU105C	0
LOC100419615	1
LOC107985184	11
LOC105375840	0
RN7SL250P	0
LOC105375841	0
SOX17	0
LOC100129098	1
TRMT112P7	0
RP1	0
SEC11B	0
LOC107984125	0
LOC100131013	0
KRT18P57	6
LOC105375842	0
LOC107986944	0
LOC107986886	0
LOC107986887	0
XKR4	0
LOC105375844	0
SBF1P1	0
LOC105375843	0
LOC105375845	0
LOC105375846	10
RNU6-151P	0
TMEM68	591
RNA5SP265	0
TGS1	583
LYN	473
RN7SL798P	0
RN7SL323P	0
PSMC6P1	2
RPS20	20664
SNORD54	0
LOC105375847	0
FAM212B	138
NPM1P21	1
MOS	0
PLAG1	80
CHCHD7	431
SDR16C5	187
SDR16C6P	0
LOC105375849	0
LOC105375848	0
PENK	0
LOC101929415	1
FAM212B-AS1	0
SEPT10P1	0
LOC101929398	0
LINC00968	0
LOC105375850	0
RPL37P6	0
LOC105375851	0
LOC105375852	0
LOC100419616	0
RNU6-13P	0
IMPAD1	1665
DNAJC11	687
LOC101928718	6
RNA5SP266	0
LINC01606	0
LOC286177	0
LINC00588	0
RNU6-596P	0
LOC101929488	0
RPL30P10	0
LOC107986888	0
LOC105375855	0
LOC286178	0
DDX20	364
LOC105375856	0
LINC01602	1
FAM110B	1
RPL26P26	0
LOC107986945	0
LOC101929528	0
UBXN2B	854
LOC100421822	12
CYP7A1	1
LOC105375857	0
KCND3	138
SDCBP	2545
NSMAF	316
RPS26P7	0
LOC105375858	0
TOX	2
RNU4-50P	0
LOC100505501	3
RNA5SP267	0
NUDT15P1	0
LOC105375860	0
KCND3-IT1	1
LOC105375859	0
LOC107986889	0
LOC105375861	0
LOC105375863	0
SLC2A13P1	0
CA8	105
LOC105375864	1
PDCL3P1	1
LINC01301	14
LOC105375865	8
KCND3-AS1	0
RAB2A	1412
CHD7	1216
LOC442389	0
LOC105375938	1
NASPP1	1
LOC100130298	1
CLVS1	5
NPM1P6	10
LOC105375870	0
ASPH	12934
LINC01750	2
KRT8P3	133
RN7SKP97	3
LOC101929628	0
LOC105375871	0
C1GALT1P3	0
NARSP2	0
LOC392226	2
NKAIN3	3
XRCC6P4	0
LOC105378906	0
SRPK2P	0
UG0898H09	7
LOC107986946	0
GGH	1184
TTPA	149
LOC100128540	0
YTHDF3-AS1	14
YTHDF3	1366
RN7SL135P	0
LOC105375873	0
LOC105378909	0
IFITM8P	0
LOC105375875	0
LOC105375874	0
LOC102724612	0
RN7SKP135	0
LOC105375876	0
LOC107986947	0
LINC01289	0
LOC102724623	0
COX6CP8	0
TXNP3	0
LOC105375877	0
MIR124-2HG	0
LOC107986878	0
LOC401463	0
BHLHE22	0
CYP7B1	0
LOC105375879	0
LOC105375878	1
LOC105375880	0
CTTNBP2NL	380
RPL31P41	0
LINC00251	0
LOC105375881	0
LINC01299	0
ARMC1	1468
MTFR1	750
PDE7A	476
LOC107986949	1
LOC107986948	3
LOC107986950	0
LINC01672	0
LOC105375883	0
DNAJC5B	6
TRIM55	0
TRY-GTA5-1	0
TRY-GTA5-2	0
TRA-AGC8-2	0
CRH	0
LINC00967	0
LOC102724687	0
RRS1-AS1	2
WNT2B	25
RRS1	396
ADHFE1	9
LOC100131770	0
C8orf46	5
RNU6-1324P	0
MYBL1	277
LOC105375884	7
VCPIP1	723
C8orf44-SGK3	228
C8orf44	36
ST7L	210
SGK3	272
PTTG3P	2
MCMDC2	41
SNHG6	3570
SNORD87	0
TCF24	1
LOC100288001	2
PPP1R42	0
LOC105375885	0
COPS5	1771
CAPZA1	4597
CSPP1	1098
RNA5SP268	0
ARFGEF1	799
NPM1P44	22
LOC102724708	4
RPL17P31	0
CPA6	1
LOC105375886	3
LOC100132812	0
MTCYBP30	0
MRPL53P1	0
MTND6P30	0
MTND4LP27	0
MTCO3P3	0
MTATP6P12	0
NDUFS5P6	0
PREX2	0
LOC105375888	0
RPL31P40	0
C8orf34-AS1	0
C8orf34	0
RNU7-70P	0
RFPL4AP2	0
RPS15AP25	0
RNA5SP269	0
LOC107986951	0
LINC01592	0
RNU7-102P	0
LOC100129096	0
TRE-CTC14-1	0
LINC01603	0
SULF1	2
MOV10	574
SLCO5A1	64
RN7SKP29	0
LOC105375889	2
LOC100101127	1
LOC101929759	9
LOC100288097	1
RN7SL675P	0
RNA5SP270	0
SDCBPP2	1
SUMO2P20	0
RHOC	1587
PRDM14	0
RNU1-101P	0
H2AFZP2	0
NCOA2	385
BTF3P12	3
RNY3P14	0
RPS18P11	0
LOC101926892	0
RN7SL203P	0
RPL13P11	0
PPM1J	79
LOC105375890	0
TRAM1	4547
LACTB2-AS1	7
LACTB2	487
RN7SL19P	0
XKR9	14
LOC105375894	0
EYA1	0
TRAPPC2P2	0
LOC102724772	0
LOC105378910	0
LOC105375892	0
LOC107986890	0
MSC	0
MSC-AS1	0
RPS20P20	0
TRPA1	0
LOC105375896	0
LOC392232	0
RNA5SP271	0
LOC100129527	0
CAMTA1	849
FAM19A3	13
LOC105375897	0
KCNB2	0
HAUS1P3	0
LOC100419613	0
LOC101926908	0
TERF1	887
RNU6-285P	0
SBSPON	66
LOC107986891	0
LOC646197	0
NUTF2P4	0
LOC105375901	1
C8orf89	4
FAM213AP2	0
RPL7	43749
RDH10	237
RDH10-AS1	26
LOC105375899	0
STAU2-AS1	4
STAU2	1273
VENTXP6	0
LINC01356	4
LOC105375902	12
UBE2W	2265
RN7SL760P	0
LINC01617	2
GYG1P1	1
ELOC	1735
TMEM70	685
RPS20P21	0
DSTNP3	0
LY96	1
HP08777	0
RNU6-1300P	0
RPS3AP32	0
RNU6-1197P	0
LOC105375903	0
JPH1	322
GDAP1	460
LOC105375904	0
MIR2052HG	5
LOC105378911	1
PCBP2P2	1
PI15	24
CRISPLD1	0
LOC105375905	0
CASC9	26
HIGD1AP6	0
PKMP4	0
HNF4G	71
LOC105375906	14
RPL39P8	0
LOC102724858	37
RNU2-54P	0
LINC01111	0
LOC107986952	0
MRPL9P1	0
ZFHX4-AS1	0
ZFHX4	385
PEX2	1173
LOC105375907	33
SLC16A1	0
HIGD1AP18	1
LOC105375909	0
LOC102724874	0
LOC105375911	2
RNU6-1220P	0
PKIA	137
PKIA-AS1	4
ZC2HC1A	905
IL7	27
LOC101241902	12
AKR7A2P1	0
THAP12P7	3
LOC105375914	8
LOC105375912	0
LOC105375913	1
LOC107986892	0
LOC105375915	0
RPL3P9	0
LOC105375916	0
STMN2	2
LOC107986893	0
SLC16A1-AS1	0
HEY1	26
LINC01607	0
LOC101927040	1
RNU7-85P	0
MRPS28	1000
TPD52	1874
LOC105375919	1
LOC105375918	5
LOC105375920	0
RN7SL41P	0
LOC107985189	0
RPL13AP18	0
RPS5P5	0
LOC100216346	0
RNU6-1213P	0
LOC105375922	0
LOC105375921	0
ZBTB10	694
RPSAP47	2
RNU7-174P	0
SEPT14P13	0
RPL37P9	3
LOC100996251	3
OCIAD2P1	0
RNU2-71P	0
SLC25A51P3	0
RN7SL107P	0
ZNF704	671
CKS1BP7	4
RNU11-6P	0
RN7SL308P	0
HMGB1P41	4
LOC107986894	0
LRIG2	681
PAG1	129
LOC105375924	0
UBE2HP1	0
FABP5	2285
LOC105375925	0
LOC105375926	0
PMP2	1
FABP9	0
LOC101927118	0
FABP4	0
RLIMP2	0
FTH1P11	0
FABP12	1
IMPA1P1	5
NIPA2P4	0
RPS26P34	0
SLC10A5P1	0
IMPA1	1316
SLC10A5	23
ZFAND1	2316
CHMP4C	311
RPS19P2	0
SNX16	267
HNRNPA1P36	6
LOC105375928	2
LOC105375929	0
LOC105375930	0
HNRNPA1P4	36
LOC105375931	0
LOC107986953	0
LOC101927141	0
LOC100420845	0
LOC643441	2
LOC100533622	0
LINC01419	3
LOC105375932	0
LOC101929943	0
TPM3P3	0
RALYL	0
LOC107986869	0
RNU6-1040P	0
LOC100422271	0
LOC100421444	0
RPS15P1	0
ACTBP6	0
IGJP1	0
LOC105375933	11
LOC100422614	0
LRRCC1	875
LOC102723322	0
E2F5	134
C8orf59	1913
LOC105375936	0
LOC105375935	1
MAGI3	262
CA13	146
CA1	0
CA3	8
CA3-AS1	1
CA2	386
LOC105375937	0
REXO1L8P	0
REXO1L3P	0
REXO1L1P	0
REXO1L12P	0
LOC100421402	0
LOC101929601	0
REXO1L11P	0
LOC101929627	0
REXO1L10P	0
REXO1L9P	0
REXO1L2P	0
LOC100288562	0
REXO1L4P	0
LOC107986879	0
REXO1L6P	0
MTND5P20	0
LOC105375622	0
LOC107986954	0
RPL36AP31	0
RPL32P4	0
PSKH2	0
ATP6V0D2	1
LOC105375623	0
SLC7A13	0
LOC105375624	4
WWP1	1259
PHTF1	169
RMDN1	1766
NTAN1P2	15
SLC2A3P4	40
CPNE3	3948
CNGB3	7
MIOXP1	1
GOLGA2P1	0
UBE2Q2P10	0
LOC107986895	0
CNBD1	0
LOC100129476	0
RPS2P14	4
VTA1P2	0
IARS2P1	0
LOC105375626	0
SOX5P1	0
LOC100419762	0
DCAF4L2	0
LOC105375628	0
MMP16	11
RNA5SP272	0
LOC100129100	0
RSBN1	413
LOC105375629	0
LOC105375631	22
LOC105375630	8
LOC105375632	0
KRT8P4	1
LOC101929709	42
RIPK2	1214
COX6B1P6	0
RNU6-925P	0
OSGIN2	1334
AP4B1-AS1	26
NBN	801
DECR1	963
CALB1	9
LINC00534	0
LOC107986955	0
RNA5SP273	0
LINC01030	0
TMEM64	834
LOC102724670	0
LOC105375633	0
PTPN22	12
NECAB1	3
LOC105375635	0
LOC105375634	1
C8orf88	3
TMEM55A	213
OTUD6B-AS1	829
OTUD6B	1170
LRRC69	4
CPP	2
BCL2L15	36
SLC26A7	46
LOC105375637	1
RN7SKP231	0
PRR13P7	0
MRPS16P1	0
RUNX1T1	1
RPS26P10	0
LOC105375638	0
LOC105375639	0
LOC102724710	0
AP4B1	323
LOC101926956	0
FLJ46284	0
TRIQK	749
IRF5P1	0
C8orf87	0
LOC105375644	0
LOC105375643	0
LOC107986956	0
LOC105375642	0
DCLRE1B	194
LINC00535	6
RNA5SP274	0
LOC105375641	0
ZNF317P1	0
FAM92A	1045
RBM12B	2651
RBM12B-AS1	48
LOC105375645	9
TMEM67	562
MYL12AP1	2
HIPK1-AS1	5
LOC105375646	16
PDP1	27784
PSMA2P2	0
RPL34P18	2
CDH17	1
LOC105375647	0
RPL6P23	0
LOC105375648	0
GEM	90
HIPK1	547
LOC107986896	0
RPS4XP10	4
RAD54B	883
FSBP	1
KIAA1429	1770
LOC101926977	15
LOC100286997	3
LOC100288748	22
ESRP1	2131
RPS15AP26	12
OLFML3	3
DPY19L4	1334
INTS8	1847
CCNE2	662
LOC100128548	1
NDUFAF6	277
TP53INP1	553
RNU6-1209P	0
LOC105375650	9
RNU1-8P	0
RPL13AP10	0
PLEKHF2	528
LINC01298	0
C8orf37	280
C8orf37-AS1	3
TRS-AGA2-5	0
RNU6-690P	0
LOC107986957	0
LOC100500773	0
GAPDHP30	0
TUBBP7	0
SYT6	1
GDF6	0
UQCRB	7169
LOC101927039	7
MTERF3	525
PTDSS1	1085
LOC105375652	9
LOC102724804	0
LOC105375653	0
RNU6-1172P	0
SDC2	0
LOC107985443	0
CPQ	52
LOC101927066	0
LOC105375655	1
TSPYL5	0
LOC105375657	0
RPS2P33	0
MTDH	3036
LAPTM4B	5550
LOC100127982	13
SUMO2P18	0
MRPL57P1	0
RPS23P1	3
MATN2	99
RPL30	20835
SNORA72	0
RNU6-703P	0
ERICH5	117
RIDA	720
POP1	494
LOC105375660	0
NIPAL2	211
LOC100421116	0
RNU6-914P	0
LOC105375659	156
LOC107986870	1
LOC100131849	0
KCNS2	1
STK3	1503
RNU6-748P	0
LOC101928296	5
RPL19P14	1
LOC643494	0
TRIM33	1268
MRPL57P7	0
RN7SKP85	0
OSR2	58
LOC107986872	4
LOC105375666	11
LOC107986871	53
VPS13B	1109
LOC100421893	7
LOC100499192	9
LOC100420057	0
RPL26P10	2
RN7SL350P	0
LETM1P3	5
COX6C	4324
RGS22	0
FBXO43	4
POLR2K	1649
SPAG1	202
EIF2S2P5	18
LOC100506633	0
LOC105375669	15
LOC105375668	27
RNF19A	690
LOC105375670	0
LOC107986958	0
LOC107986959	0
ANKRD46	530
GAPDHP62	50
PKMP1	2
SNX31	0
LOC105375671	0
LOC105375672	1
PABPC1	20002
LOC105375673	0
RNU6ATAC41P	0
RPS20P23	0
RNU4-83P	0
RPS26P6	0
LOC105378913	7
YWHAZ	20826
RN7SL685P	0
LOC401471	0
FLJ42969	0
LOC105375674	2
LOC105375675	0
RN7SKP249	0
LOC105375676	0
ZNF706	774
LOC107984005	0
LOC105376692	0
BCAS2	892
LOC100419977	0
LOC105375679	0
DUXAP2	0
NACAP1	2
LOC105375680	0
LOC107986897	0
RN7SL563P	0
LOC107986961	0
LOC107986962	8
GRHL2	301
LOC105378914	0
LOC100131593	6
LOC107986960	15
NCALD	53
PDCL3P2	0
LOC107986963	0
LOC104054148	0
RRM2B	1985
UBR5-AS1	8
SUMO2P19	0
DENND2C	155
UBR5	2338
LOC105375683	0
RNU6ATAC8P	0
HSPE1P14	0
RPS12P15	1
LOC107986898	5
RNU6-1224P	0
LOC105375684	0
ODF1	0
POU5F1P2	0
AMPD1	1
KLF10	749
LOC101927245	7
LOC105375686	0
LOC105375685	0
ADI1P2	0
LOC401472	33
LOC107986873	5
AZIN1	3743
AZIN1-AS1	10
RPL5P24	6
RN7SL432P	0
NPM1P52	0
ATP6V1C1	1965
MTND1P5	0
MTND2P10	0
MTCO1P4	0
MTCO2P4	0
LINC01181	0
BAALC-AS2	0
BAALC	6
NRAS	2389
BAALC-AS1	9
LOC105369147	62
FZD6	1352
CTHRC1	46
RNU6-1011P	0
SLC25A32	1138
DCAF13	2729
LOC105375690	19
RIMS2	11
LOC101101841	0
CSDE1	12378
TARBP2P1	0
RPS6P9	2
LOC105375689	0
LOC107984007	1
LOC105375688	0
LOC107986899	0
DCSTAMP	0
DPYS	1
LOC105375692	0
LOC105375691	0
RNY1P13	0
LRP12	173
NDUFA5P2	0
LOC105375694	0
LOC105375693	0
RPL23P9	0
RPL29P18	0
LOC105375695	0
LOC101927392	0
TMCC1P1	0
SIKE1	1295
RPL17P32	0
ZFPM2	13
LOC105375696	0
RPL12P24	1
ZFPM2-AS1	169
SLC16A14P1	0
OXR1	1082
LOC105375700	0
TAGLN2P1	0
RNU7-84P	0
NR1H5P	0
ABRA	3
LOC107986900	0
LOC105375701	0
HMGB1P46	0
ANGPT1	3
PGAM1P13	0
LOC105375703	0
RNA5SP275	0
RSPO2	0
NRBF2P4	0
LOC102725193	0
SYCP1	0
AURKBPS1	0
EIF3E	19938
LOC105375704	3
RPS17P14	0
EMC2	1031
LOC101060000	0
TMEM74	6
LOC102723368	0
LOC101927413	1
LOC107984017	0
LOC105378915	0
TRHR	3
NUDCD1	1903
ENY2	2322
PKHD1L1	1
LOC100420748	0
MAPK6PS5	0
EBAG9	630
SYBU	124
LOC100132813	0
LOC644335	0
TSHB	2
RPL18P6	0
KCNV1	18
RPSAP48	0
LOC100132280	0
NDUFB9P3	0
MTCO1P47	0
MTND2P35	0
LINC01608	0
LINC01609	0
LOC107986965	0
TSPAN2	57
LOC105375705	0
LOC107986964	0
EEF1A1P37	0
LOC105375706	0
SERPINA15P	0
LOC105375707	0
RNU4-37P	0
CSMD3	386
RPL30P16	0
LOC105378916	0
LOC107986966	0
RPL18P7	0
LOC105375709	0
LOC105375710	0
LOC100420746	0
CARSP2	0
LOC107986901	0
TRPS1	0
LOC107986967	0
LOC107986968	0
LOC105378917	0
LOC107986902	0
LOC107986903	0
LINC00536	0
RNA5SP276	0
LOC102723447	1
LOC105375711	0
LOC105375712	0
EIF3H	10031
LOC105375713	19
UTP23	1008
NGF	0
RAD21	4539
RAD21-AS1	33
AARD	1
LOC105375715	0
SLC30A8	0
RN7SL228P	0
LOC105375716	1
LOC107986969	0
LOC105375719	0
ELOCP20	0
RN7SL826P	0
LOC105375717	0
MED30	375
RPS10P16	1
LOC105375721	3
LOC107986970	1
EXT1	216
SAMD12	644
LOC105375724	37
SAMD12-AS1	5
CNOT7P2	0
RPS26P35	0
LOC105375723	0
TNFRSF11B	2
COLEC10	1
RNU6-12P	0
LOC100286746	0
LOC101927513	0
LOC105375725	0
MAL2	11945
LOC105375726	180
LOC100287840	0
NOV	36
LOC392264	0
ENPP2	51
CYCSP23	0
LOC105375727	0
RN7SKP153	0
TAF2	2125
LOC105375728	33
DSCC1	1075
LOC101928836	1
RN7SL420P	0
RN7SL396P	0
DEPTOR	168
RNA5SP277	0
LOC105375730	3
COL14A1	4
MRPL13	1533
MTBP	430
SNTB1	71
NCAPGP1	1
LOC101927543	3
VANGL1	428
LOC107986874	10
LOC100133147	0
LOC105375731	1
LOC107986971	0
RPL35AP19	0
HAS2	10
HAS2-AS1	5
LOC105375732	0
MRPS36P3	0
LOC105375733	0
CASQ2	3
LOC105375734	1
LOC107986972	0
LINC01151	0
LOC107986904	5
CDK5P1	0
ZHX2	62
DERL1	958
TBC1D31	520
RNY4P5	0
HMGB1P19	1
NHLH2	0
TRM-CAT1-1	0
FAM83A	10
FAM83A-AS1	3
C8orf76	672
ZHX1-C8orf76	42
UBA52P5	6
ZHX1	682
TRF-GAA12-1	0
RNU6-628P	0
HNRNPA1P43	0
LOC392266	1
ATAD2	4962
RNU6-875P	0
DUTP2	0
IMPDH1P6	3
LOC105375737	5
WDYHV1	699
FBXO32	67
LOC101928952	0
RN7SKP155	0
KLHL38	1
LOC105375738	1
ANXA13	0
LOC105375739	0
FAM91A1	2367
FER1L6	2
FER1L6-AS1	0
FER1L6-AS2	0
LOC392268	0
LINC01649	1
ARF1P3	0
LOC101927588	2
LOC107986973	0
RNU6-756P	0
TMEM65	504
TRMT12	349
RNF139-AS1	40
RNF139	816
TATDN1	1453
LOC101928977	0
NDUFB9	4378
MTSS1	136
LOC105375740	33
LOC105375741	1
LOC105375743	1
MRS2P1	0
LOC105375742	0
LINC00964	0
SLC22A15	119
ZNF572	74
LOC105375744	0
SQLE	229
WASHC5	797
NSMCE2	694
RN7SL329P	3
TRIB1	2418
LOC105375746	11
LOC105375747	11
LOC105375748	7
MAB21L3	160
LOC107986974	23
RNU6-442P	0
LINC00861	323
KNOP1P5	17
RFPL4AP5	0
LOC101927657	0
LOC105375749	0
RNU6-869P	0
LOC105375750	0
FAM84B	646
LOC105376691	0
LOC105378918	0
LOC105375751	4
LOC107986975	2
RNU11-4P	0
LOC105375753	2
PCAT1	3
PCAT2	4
PRNCR1	36
SRRM1P1	2
LOC105375752	92
CASC19	3
LOC107985190	0
CCAT1	232
CASC21	12
CASC8	211
CCAT2	4
POU5F1B	11
LOC105375754	16
CASC11	4
MYC	1811
PVT1	654
LOC105378919	0
TMEM75	44
RNU1-106P	1
RNU4-25P	0
RN7SKP226	0
LINC00824	0
LINC00977	3
LOC105378920	0
RN7SKP206	0
CCDC26	1
GSDMC	9
MTRF1LP2	0
FAM49B	3077
RPL15P12	0
RNU7-181P	0
ASAP1	436
ATP1A1	2444
RNU6-1255P	0
ASAP1-IT2	20
ASAP1-IT1	9
LOC105375758	0
ADCY8	0
LOC105375762	0
LOC105375761	0
LOC105375760	1
LOC105375759	0
LOC105375763	0
ATP1A1-AS1	56
LOC100420215	0
LOC107986976	0
EFR3A	2062
OC90	0
HHLA1	0
KCNQ3	36
LOC107986977	1
LOC105375765	0
HPYR1	0
LRRC6	138
RNU6-817P	0
LOC105375767	1
TMEM71	2
PHF20L1	1132
TG	5
RPL21P78	0
LOC105375768	0
SLA	1
LOC105375769	1
WISP1	4
LINC01762	0
LOC102723635	0
NDRG1	2030
RPL32P20	0
LOC105375771	0
LOC105375772	0
ST13P6	2
ST3GAL1	448
LOC105375773	0
MTND2P7	0
MTCO1P49	0
CD58	239
LOC101927798	1
LOC101927822	0
LOC100419617	0
ZFAT	116
ZFAT-AS1	1
LOC102723694	301
NCRNA00250	0
LOC101927845	0
NAP1L4P1	34
RPL23AP56	0
LINC01591	0
LOC101927872	0
KHDRBS3	149
MAPRE1P1	4
RNU1-35P	0
LOC107986978	0
LOC107986979	0
LOC105375775	0
LOC107986980	0
LOC105376689	28
LOC105378925	1
RNU6-144P	0
LOC107986905	0
LOC101927915	0
ZYXP1	0
LOC100129367	0
LOC105375776	0
LOC401478	0
FAM135B	1
COL22A1	0
KCNK9	50
LOC105375777	1
TRAPPC9	388
LOC107986981	47
LOC105375781	2
LOC100421256	0
PEG13	49
LOC105375779	14
LOC105375778	10
LOC105375782	0
CHRAC1	595
IGSF3	259
AGO2	2731
LOC107986982	125
PTK2	2959
RNA5SP278	0
LOC105375783	7
LOC105375784	1
LOC101927963	10
DENND3	404
LOC105375785	165
LOC105378924	18
SLC45A4	391
LOC105375787	7
LINC01300	0
GPR20	0
LOC101928037	0
LOC105375790	0
PTP4A3	5
MROH5	0
LOC107983985	9
LOC105375789	0
HNRNPA1P38	0
LOC105375791	0
LOC100131146	0
LOC105375792	6
LINC00051	5
TSNARE1	272
LOC107986983	2
RN7SL260P	0
C1orf137	0
ADGRB1	74
MROH4P	0
ARC	146
LOC101928087	0
JRK	608
PSCA	15
LY6K	2
LOC100288181	41
THEM6	203
SLURP1	2
LOC105378926	0
LYPD2	0
LYNX1	45
LY6D	30
GML	0
ZNHIT1P1	0
CYP11B1	0
CYP11B2	0
LOC105375794	0
LOC100133669	2
CDC42P3	3
GAPDHP64	0
LY6E	0
C8orf31	2
LOC105375795	0
LOC107984097	0
AK3P2	0
RPS26P36	0
LY6L	0
LY6H	0
LOC107986906	0
GPIHBP1	6
NEFHP1	2
ZFP41	286
GLI4	197
MINCR	200
ZNF696	213
TOP1MT	665
RNU6-220P	0
RHPN1-AS1	11
RHPN1	538
LOC107986984	186
MAFA-AS1	28
CD2	0
MAFA	25
ZC3H3	64
RN7SKP175	0
LOC105375796	0
GSDMD	52
MROH6	118
NAPRT	132
EEF1D	1049
TIGD5	0
PYCRL	0
VAMP3	1335
FTH1P22	0
TSTA3	0
LOC105375798	10
ZNF623	1
LOC105375799	0
ZNF707	5
BREA2	0
CCDC166	0
LOC101928160	0
MAPK15	103
FAM83H	153
LOC105378927	0
FAM83H-AS1	0
LOC105375800	0
LOC642574	0
SCRIB	0
